mal_id,titles,type,genre_1,genre_2,source,studios,episodes,rating,score,audicence_rank,scored_by,rank,members,favorites,synopsis,airing,genres,year,season,status
8598,Yuki,Movie,Adventure,Fantasy,Book,Mushi Production,1.0,G - All Ages,6.37,11383,549.0,7943.0,1948,1,"Up in Heaven, Yuki’s grandparents decide that, having turned thirteen years old, she must go down to Earth to a village that is torn by bandits and intervene to save its people. However, if she does not succeed within one year, she will become as insubstantial as the wind. Down in the village, Yuki is befriended by a group of orphans whose parents have been killed by the bandits and who now subsist by begging. Yuki amazes them by taming the wild horse Blizzard. She is instrumental in getting the orphans and farmers to stand up to first the warring bandits and then Goemon, the greedy lord that owns the region. Yuki must then face her greatest challenge when the displeased Demon God that lives in the volcano emerges to destroy those who live beneath.

(Source: moria.co.nz/fantasy/yuki-snowfairy.htm)",False,"[{'mal_id': 2, 'type': 'anime', 'name': 'Adventure', 'url': 'https://myanimelist.net/anime/genre/2/Adventure'}, {'mal_id': 10, 'type': 'anime', 'name': 'Fantasy', 'url': 'https://myanimelist.net/anime/genre/10/Fantasy'}]",,,Finished Airing
9991,Bremen 4: Jigoku no Naka no Tenshi-tachi,TV Special,Adventure,,Unknown,Tezuka Productions,1.0,G - All Ages,6.66,12650,609.0,6259.0,1263,1,"TV anime created as a part of ""24-Hour Television"". Since 1978, Japanese TV network NTV has been doing charity event ""24-Hour Television"" every summer. Tezuka Production created anime specials for the event under the supervision of Osamu Tezuka. ""Bremen 4: Jigoku no Naka no Tenshi-tachi"" was produced for the 1981 event. Its title means ""Bremen 4: Angels in Hell"" in English.

The story is, similar to the Bremen Town Musicians fairy tale by Brothers Grimm, about four animals, Coda the cat, Alegro the dog, Largo the donkey and Minuet the chicken.

They save Rondo the alien who is on a peace mission. In return Rondo gives them a machine which can transform them into humans. Turned into their new form as humans, they go to the town, where they see the madness of war.

(Source: AniDB)",,,,,
30453,Dr. Slump: Arale-chan Ayaya!? Penguin Mura de TV Jack,Special,Comedy,Sci-Fi,Manga,Toei Animation,1.0,PG-13 - Teens 13 or older,5.83,13453,228.0,10506.0,1006,0,A collaboration of the Dr. Slump: Arale-chan series and the Queen Millennia series. This special consists of the new material wrapped around a previously released Queen Millennia special. The new material is about 2 minutes long.,,,,,
6073,21 Emon Uchuu e Irasshai!,Movie,Comedy,Sci-Fi,Unknown,Shin-Ei Animation,1.0,G - All Ages,6.54,14033,318.0,7065.0,865,1,"The story tells the adventures of the boy, 21 emon, engaged in the management of a hotel belonging to his family for years. In his problems, 21 emons is helped by the robot Gonsuke and the little alien Monga.

(Source: Wikipedia)",False,"[{'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 24, 'type': 'anime', 'name': 'Sci-Fi', 'url': 'https://myanimelist.net/anime/genre/24/Sci-Fi'}]",,,Finished Airing
7252,Grick no Bouken,Movie,Adventure,Drama,Book,Studio Korumi,1.0,G - All Ages,6.08,14812,227.0,9434.0,671,2,"Grick is a young chipmunk living in the city with his sister. But after hearing from a carrier pigeon of the Chipmunk homeland, the Great Forest, he leaves home alone. Grick meets both friends and enemies along his adventure to find the place where he truly belongs.",False,"[{'mal_id': 2, 'type': 'anime', 'name': 'Adventure', 'url': 'https://myanimelist.net/anime/genre/2/Adventure'}, {'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}, {'mal_id': 10, 'type': 'anime', 'name': 'Fantasy', 'url': 'https://myanimelist.net/anime/genre/10/Fantasy'}]",,,Finished Airing
34236,Anime-ban Toukaidou Yotsuya Kaidan,Special,Horror,Supernatural,Other,,1.0,R - 17+ (violence & profanity),5.96,14851,117.0,9971.0,668,0,"An adaptation of Yotsuya Kaidan, a classic Japanese horror story about a ghost getting revenge.",,,,,
30095,Qi Cai Lao Fu Zi,Movie,Action,Comedy,Unknown,,1.0,G - All Ages,5.8100000000000005,15620,195.0,10608.0,550,1,Adaptation of popular chinese manhua.,,,,,
18759,Captain Movie,Movie,Sports,,Manga,Eiken,1.0,G - All Ages,6.07,15810,120.0,9449.0,528,0,The movie focuses on a game between Sumiya 2 and Aoba Gakuin.,,,,,
25057,Kaba Enchou no Doubutsuen Nikki,TV Special,Comedy,Drama,Unknown,Toei Animation,1.0,G - All Ages,,18621,,17974.0,298,0,"Aging zoo keeper Toshio Nishiyama acquires two young trainees: short-tempered former chef Takeshi Ishizawa and gentle vet Ichiro Hasegawa. Both are surprised by the difficulties they face in a deceptively easy job but persevere through troubles such as an escaped pelican, a dying camel, and the birth of a hippo. A semi-autobiographical TV special of anecdotes from real-life Tobu Animal Park zookeeper Toshio Nishiyama, who appears at the beginning and end of the film to talk about his love for animals-and to reveal that Ishizawa is in fact a projection of his younger self.

(Source: The Anime Encyclopedia)",,,,,
57007,Futari de Hanbunko,Music,Adventure,,Novel,Visual 80,1.0,G - All Ages,,24369,,,75,0,"Music video for the song Futari de Hanbunko by Mitsuko Horie, Mamoru Ichiba, Titine &amp; Children Chorus, and the Morinoki Jidou Gasshoudan that was featured on NHK's Minna no Uta program. The song was featured as the ending for Meiken Jolie. The video features characters from the series, but it is entirely new animation.",,,,,
56567,Heppushon,Music,,,Original,,1.0,G - All Ages,,25042,,,66,0,Music video for the song Heppushon by Jun Tamaki that was featured on NHK's Minna no Uta program.,,,,,
1293,Urusei Yatsura,TV,Comedy,Romance,Manga,Studio Deen,195.0,PG-13 - Teens 13 or older,7.77,2241,19272.0,1085.0,89301,1251,"Not much is notable about the lecherous Ataru Moroboshi, but his extraordinary bad luck sticks out like the horns in an alien's head. When Earth is threatened by a fleet of alien invaders known as the Oni, Ataru is selected to represent humanity in a duel against one of them. It is a stroke of rare luck for Ataru that the duel is in fact a game of tag, and that his opponent is Lum, daughter of the Oni's leader, who places her personal dignity above victory—as Ataru finds out by seizing Lum's bikini top and with it, victory.

However, misfortune kicks in again when Lum mistakes Ataru's promise to marry his girlfriend, Shinobu Miyake, as the desire to wed Lum herself, and decides she rather likes the idea. Wielding her influence as an alien princess, she moves in with him. Forced to deal with the consequences of his womanizing ways, Ataru must balance his crumbling relationship with Shinobu while keeping Lum happy, all the while flirting with every woman he meets.

[Written by MAL Rewrite]",False,"[{'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 22, 'type': 'anime', 'name': 'Romance', 'url': 'https://myanimelist.net/anime/genre/22/Romance'}, {'mal_id': 24, 'type': 'anime', 'name': 'Sci-Fi', 'url': 'https://myanimelist.net/anime/genre/24/Sci-Fi'}]",1981.0,fall,Finished Airing
4936,Ninja Hattori-kun,TV,Comedy,Slice of Life,Manga,Shin-Ei Animation,694.0,G - All Ages,7.03,5993,7401.0,4335.0,11722,44,"The everyday Sanyo family gets an unexpected surprise in the shape of a new lodger-Hattori is a ninja boy who has come down from the Iga mountains to attend normal school. Befriending Kenichi Sanyo, who is the same age as he, Hattori starts attending school undercover, occasionally accompanied by his brother, Shinzo, Shishimaru the ninja dog, and Kenichi's girlfriend, Yumeko. The gang is also threatened by the rival Koga ninja, Kemumaki, and his evil sidekick, Kagechiyo the Shadow-cat. 

(Source: The Anime Encyclopedia)",False,"[{'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 36, 'type': 'anime', 'name': 'Slice of Life', 'url': 'https://myanimelist.net/anime/genre/36/Slice_of_Life'}]",1981.0,fall,Finished Airing
2406,Sazae-san,TV,Comedy,Slice of Life,4-koma manga,Eiken,,G - All Ages,6.14,6890,1869.0,9126.0,8403,38,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. 

(Source: AniDB)",True,"[{'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 36, 'type': 'anime', 'name': 'Slice of Life', 'url': 'https://myanimelist.net/anime/genre/36/Slice_of_Life'}]",1969.0,fall,Currently Airing
2257,Taiyou no Kiba Dagram,TV,Action,Drama,Original,Sunrise,75.0,PG-13 - Teens 13 or older,7.57,7727,1398.0,1651.0,6317,71,"The story is centered around a small group of guerilla freedom fighters on a colonial planet named Deployer, who are known as the ""Deployer 7"", or ""Sun Fang"" team. In an unexpected coup, the elected Governor of Deployer becomes dictator and rules Deployer under martial law with the support of Earth's Federation. Fighting for independence from Earth's Federation influence, the freedom fighters begin a rebellion against the Federation's Combat Armors using a Combat Armor of their own: the Dougram. 

(Source: AniDB)",False,"[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}, {'mal_id': 24, 'type': 'anime', 'name': 'Sci-Fi', 'url': 'https://myanimelist.net/anime/genre/24/Sci-Fi'}]",1981.0,fall,Finished Airing
2331,Uchuu Densetsu Ulysses 31,TV,Action,Adventure,Original,TMS Entertainment,26.0,G - All Ages,7.09,7853,2429.0,4032.0,6049,29,"It is the thirty-first century. Ulysses killed the giant Cyclops when he rescued the children and his son, Telemachus. 
But the ancient gods of Olympus are angry and threaten a terrible revenge: Ulysses is sentenced to travel through the universe of Olympus with a frozen crew on a quest to find the Kingdom of Hades. Only when he has found the Kingdom of Hades will his crew be free of their curse and he will be able to return to Earth and to his beloved Penelope.

(Source: AniDB)",False,"[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 2, 'type': 'anime', 'name': 'Adventure', 'url': 'https://myanimelist.net/anime/genre/2/Adventure'}, {'mal_id': 24, 'type': 'anime', 'name': 'Sci-Fi', 'url': 'https://myanimelist.net/anime/genre/24/Sci-Fi'}]",1981.0,fall,Finished Airing
2748,Dash! Kappei,TV,Comedy,Sports,Manga,Tama Production,65.0,PG-13 - Teens 13 or older,7.25,8047,2755.0,3128.0,5714,30,"Kappei is a dramatically short guy but he is a master in every sport. He lives as a guest in sweet Akane's house, and he's in love with her, but there's a strange rival, her dog Salomone (Italian name) who plans evil traps to encumber Kappei. But the dog has also another function: he explains all sport rules when a new sport is depicted. Kappei is fond of white female underwear, always trying to lift girl's skirts up.

(Source: ANN)",False,"[{'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 30, 'type': 'anime', 'name': 'Sports', 'url': 'https://myanimelist.net/anime/genre/30/Sports'}, {'mal_id': 9, 'type': 'anime', 'name': 'Ecchi', 'url': 'https://myanimelist.net/anime/genre/9/Ecchi'}]",1981.0,fall,Finished Airing
3391,Maicching Machiko-sensei,TV,Comedy,Ecchi,Manga,Pierrot,95.0,R+ - Mild Nudity,6.25,9049,735.0,8599.0,4148,10,"Machiko Mai is the newest teacher at Asama Elementary; she's young, beautiful, and has the perfect proportions—traits that attract the attention of not only her students, but the rest of the perverted faculty as well. Whether it's luring her in and spraying up her skirt with a hose or leaps and bounds to grab her breasts, there's nothing that Machiko's first year students won't try to do. Regardless of her embarrassing plight, Machiko is always a good sport and tries her best to help out her students—at any cost to her dignity!",False,"[{'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 9, 'type': 'anime', 'name': 'Ecchi', 'url': 'https://myanimelist.net/anime/genre/9/Ecchi'}]",1981.0,fall,Finished Airing
3761,Wanwan Sanjuushi,TV,Adventure,,Novel,Nippon Animation,26.0,G - All Ages,6.88,9485,1835.0,5034.0,3572,12,"The story begins with the arrival of a brave young boy in Paris. His ambition is to join the glorious Imperial Guards, but fierce competition and the minimum age requirement hinder him from joining. The boy then challenges the well-known Three Musketeers in order to demonstrate his excellent skills with the sword. However, at the very moment the fight begins, a power-hungry group cuts in. Realizing their wicked intention, the boy D'artagnan and the Three Musketeers quickly cooperate and defeat them. This is the beginning of their friendship and commitment to fight conspiracy.",False,"[{'mal_id': 2, 'type': 'anime', 'name': 'Adventure', 'url': 'https://myanimelist.net/anime/genre/2/Adventure'}]",1981.0,fall,Finished Airing
3399,Rokushin Gattai GodMars,TV,Action,Sci-Fi,Manga,Studio Cockpit,64.0,PG-13 - Teens 13 or older,6.76,9972,800.0,5716.0,3019,2,"In the year 1999, humanity begins to advance beyond the solar system. The planet Gishin, led by the Emperor Zule, which aims to conquer the galaxy, runs into conflict with Earth. He targets Earth for elimination and to do this, he sends a baby called Mars to live among humanity. Accompanying the baby is a giant robot named Gaia, which utilizes a new power source strong enough to destroy an entire planet. As planned, Mars is expected to grow up, where he will activate the bomb within Gaia to fulfill the mission of destroying the Earth. However, when Mars arrives on Earth his is adopted into a Japanese family and given the name Takeru. Seventeen years later, Takeru would grow up with a love for humanity and refuses to detonate the bomb as ordered by Zule. However, if Takeru was to die, the bomb within Gaia would explode destroying the earth.

Takeru possesses psychic powers ( ESP ) and decides to join the Earth defense forces and becomes a member of the Crasher Squad (an elite space defense force) where he and his friends take a last stand against the Gishin's attack.

The relationship of Takeru with his brother Maag, which fate would have it, pitted the two against each other in the war.

Unknown to the Gishin five other robots were created in secrecy along side Gaia by Takeru's father and sent with Gaia to protect Takeru. Whenever Earth is in danger, Takeru is able to summon the five other robots to combine with Gaia form the giant robot Godmars. The five other robots are Sphinx, Uranus, Titan, Shin and Ra.",False,"[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 24, 'type': 'anime', 'name': 'Sci-Fi', 'url': 'https://myanimelist.net/anime/genre/24/Sci-Fi'}]",1981.0,fall,Finished Airing
